"cluster","page type","URL","primary query","secondary queries","search intent","traffic potential bucket","monetization relevance","cannibalization risk","content status","implementation priority"
"PDF workflows","comparison","/en/guides/compress-pdf-vs-linearize-pdf","compress pdf vs linearize pdf which one to use","compress pdf vs linearize pdf|compress or pdf or vs or linearize or pdf|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/split-pdf-vs-extract-pages","split pdf vs extract pages which one to use","split pdf vs extract pages|split or pdf or vs or extract or pages|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/merge-pdf-vs-organize-pdf","merge pdf vs organize pdf which one to use","merge pdf vs organize pdf|merge or pdf or vs or organize or pdf|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/redact-pdf-vs-remove-metadata","redact pdf vs remove metadata which one to use","redact pdf vs remove metadata|redact or pdf or vs or remove or metadata|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/encrypt-pdf-vs-change-permissions","encrypt pdf vs change permissions which one to use","encrypt pdf vs change permissions|encrypt or pdf or vs or change or permissions|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/jpg-to-pdf-vs-image-to-pdf","jpg to pdf vs image to pdf which one to use","jpg to pdf vs image to pdf|jpg or to or pdf or vs or image or to or pdf|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/pdf-to-jpg-vs-extract-images","pdf to jpg vs extract images which one to use","pdf to jpg vs extract images|pdf or to or jpg or vs or extract or images|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/ocr-pdf-vs-pdf-to-docx","ocr pdf vs pdf to docx which one to use","ocr pdf vs pdf to docx|ocr or pdf or vs or pdf or to or docx|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/flatten-pdf-vs-sanitize-pdf","flatten pdf vs sanitize pdf which one to use","flatten pdf vs sanitize pdf|flatten or pdf or vs or sanitize or pdf|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/crop-pdf-vs-fix-page-size","crop pdf vs fix page size which one to use","crop pdf vs fix page size|crop or pdf or vs or fix or page or size|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/rotate-pdf-vs-rotate-custom","rotate pdf vs rotate custom which one to use","rotate pdf vs rotate custom|rotate or pdf or vs or rotate or custom|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/pdf-booklet-vs-n-up-pdf","pdf booklet vs n up pdf which one to use","pdf booklet vs n up pdf|pdf or booklet or vs or n or up or pdf|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/delete-pages-vs-remove-blank-pages","delete pages vs remove blank pages which one to use","delete pages vs remove blank pages|delete or pages or vs or remove or blank or pages|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/form-filler-vs-form-creator","form filler vs form creator which one to use","form filler vs form creator|form or filler or vs or form or creator|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/digital-sign-pdf-vs-sign-pdf","digital sign pdf vs sign pdf which one to use","digital sign pdf vs sign pdf|digital or sign or pdf or vs or sign or pdf|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/repair-pdf-vs-sanitize-pdf","repair pdf vs sanitize pdf which one to use","repair pdf vs sanitize pdf|repair or pdf or vs or sanitize or pdf|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/pdf-to-excel-vs-pdf-to-csv","pdf to excel vs pdf to csv which one to use","pdf to excel vs pdf to csv|pdf or to or excel or vs or pdf or to or csv|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/word-to-pdf-vs-rtf-to-pdf","word to pdf vs rtf to pdf which one to use","word to pdf vs rtf to pdf|word or to or pdf or vs or rtf or to or pdf|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/png-to-pdf-vs-jpg-to-pdf","png to pdf vs jpg to pdf which one to use","png to pdf vs jpg to pdf|png or to or pdf or vs or jpg or to or pdf|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","comparison","/en/guides/pdf-multi-tool-vs-organize-pdf","pdf multi tool vs organize pdf which one to use","pdf multi tool vs organize pdf|pdf or multi or tool or vs or organize or pdf|which pdf tool should i use","Choose the correct adjacent PDF tool","Medium","High","Medium","query target - same canonical page; planned - route required","P1"
"PDF workflows","spec","/en/guides/pdf-file-size-limit-guide","pdf file size limit guide requirements","pdf file size limit guide|pdf file size limit guide pdf|pdf requirements","Understand a maintained PDF requirement before using a tool","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"PDF workflows","spec","/en/guides/pdf-page-size-guide","pdf page size guide requirements","pdf page size guide|pdf page size guide pdf|pdf requirements","Understand a maintained PDF requirement before using a tool","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"PDF workflows","spec","/en/guides/pdf-password-permissions-guide","pdf password permissions guide requirements","pdf password permissions guide|pdf password permissions guide pdf|pdf requirements","Understand a maintained PDF requirement before using a tool","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"PDF workflows","spec","/en/guides/pdf-metadata-fields-guide","pdf metadata fields guide requirements","pdf metadata fields guide|pdf metadata fields guide pdf|pdf requirements","Understand a maintained PDF requirement before using a tool","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"PDF workflows","spec","/en/guides/pdf-ocr-language-guide","pdf ocr language guide requirements","pdf ocr language guide|pdf ocr language guide pdf|pdf requirements","Understand a maintained PDF requirement before using a tool","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"PDF workflows","spec","/en/guides/pdf-image-quality-guide","pdf image quality guide requirements","pdf image quality guide|pdf image quality guide pdf|pdf requirements","Understand a maintained PDF requirement before using a tool","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"PDF workflows","spec","/en/guides/pdf-signature-validation-guide","pdf signature validation guide requirements","pdf signature validation guide|pdf signature validation guide pdf|pdf requirements","Understand a maintained PDF requirement before using a tool","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"PDF workflows","spec","/en/guides/pdf-a-vs-standard-pdf","pdf a vs standard pdf requirements","pdf a vs standard pdf|pdf a vs standard pdf pdf|pdf requirements","Understand a maintained PDF requirement before using a tool","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"PDF workflows","spec","/en/guides/pdf-form-field-compatibility","pdf form field compatibility requirements","pdf form field compatibility|pdf form field compatibility pdf|pdf requirements","Understand a maintained PDF requirement before using a tool","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"PDF workflows","spec","/en/guides/pdf-attachment-compatibility","pdf attachment compatibility requirements","pdf attachment compatibility|pdf attachment compatibility pdf|pdf requirements","Understand a maintained PDF requirement before using a tool","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"PDF workflows","spec","/en/guides/pdf-compression-settings-guide","pdf compression settings guide requirements","pdf compression settings guide|pdf compression settings guide pdf|pdf requirements","Understand a maintained PDF requirement before using a tool","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"PDF workflows","spec","/en/guides/pdf-redaction-safety-checklist","pdf redaction safety checklist requirements","pdf redaction safety checklist|pdf redaction safety checklist pdf|pdf requirements","Understand a maintained PDF requirement before using a tool","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"PDF workflows","spec","/en/guides/pdf-bookmark-structure-guide","pdf bookmark structure guide requirements","pdf bookmark structure guide|pdf bookmark structure guide pdf|pdf requirements","Understand a maintained PDF requirement before using a tool","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"PDF workflows","spec","/en/guides/pdf-print-ready-size-guide","pdf print ready size guide requirements","pdf print ready size guide|pdf print ready size guide pdf|pdf requirements","Understand a maintained PDF requirement before using a tool","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"PDF workflows","spec","/en/guides/pdf-mobile-upload-checklist","pdf mobile upload checklist requirements","pdf mobile upload checklist|pdf mobile upload checklist pdf|pdf requirements","Understand a maintained PDF requirement before using a tool","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"PDF workflows","workflow","/en/workflows/prepare-pdf-for-upload","how to prepare pdf for upload","prepare pdf for upload|prepare pdf for upload workflow|how to prepare pdf for upload","Complete a multi-step PDF job","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","workflow","/en/workflows/clean-pdf-before-sharing","how to clean pdf before sharing","clean pdf before sharing|clean pdf before sharing workflow|how to clean pdf before sharing","Complete a multi-step PDF job","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","workflow","/en/workflows/make-scanned-pdf-searchable","how to make scanned pdf searchable","make scanned pdf searchable|make scanned pdf searchable workflow|how to make scanned pdf searchable","Complete a multi-step PDF job","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","workflow","/en/workflows/combine-images-into-pdf-packet","how to combine images into pdf packet","combine images into pdf packet|combine images into pdf packet workflow|how to combine images into pdf packet","Complete a multi-step PDF job","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","workflow","/en/workflows/create-signed-pdf-packet","how to create signed pdf packet","create signed pdf packet|create signed pdf packet workflow|how to create signed pdf packet","Complete a multi-step PDF job","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","workflow","/en/workflows/compress-and-split-large-pdf","how to compress and split large pdf","compress and split large pdf|compress and split large pdf workflow|how to compress and split large pdf","Complete a multi-step PDF job","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","workflow","/en/workflows/redact-and-flatten-pdf","how to redact and flatten pdf","redact and flatten pdf|redact and flatten pdf workflow|how to redact and flatten pdf","Complete a multi-step PDF job","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","workflow","/en/workflows/convert-office-files-to-pdf","how to convert office files to pdf","convert office files to pdf|convert office files to pdf workflow|how to convert office files to pdf","Complete a multi-step PDF job","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","workflow","/en/workflows/extract-pdf-pages-and-images","how to extract pdf pages and images","extract pdf pages and images|extract pdf pages and images workflow|how to extract pdf pages and images","Complete a multi-step PDF job","High","High","Low","query target - same canonical page; planned - route required","P1"
"PDF workflows","workflow","/en/workflows/organize-repair-secure-pdf","how to organize repair secure pdf","organize repair secure pdf|organize repair secure pdf workflow|how to organize repair secure pdf","Complete a multi-step PDF job","High","High","Low","query target - same canonical page; planned - route required","P1"
"Exact-KB image and upload-limit fixes","tool","/tools/compress-image-to-20kb","private compress image to 20kb","compress image to 20kb|make photo under 20kb|reduce jpg to 20kb|compress png to 20kb","Hit a common exact upload-size limit","High","High","Low","query target - same canonical page; planned - build image compressor first","P1"
"Exact-KB image and upload-limit fixes","tool","/tools/compress-image-to-30kb","private compress image to 30kb","compress image to 30kb|make photo under 30kb|reduce jpg to 30kb|compress png to 30kb","Hit a common exact upload-size limit","High","High","Medium","query target - same canonical page; planned - build image compressor first","P1"
"Exact-KB image and upload-limit fixes","tool","/tools/compress-image-to-40kb","private compress image to 40kb","compress image to 40kb|make photo under 40kb|reduce jpg to 40kb|compress png to 40kb","Hit a common exact upload-size limit","High","High","Medium","query target - same canonical page; planned - build image compressor first","P1"
"Exact-KB image and upload-limit fixes","tool","/tools/compress-image-to-50kb","private compress image to 50kb","compress image to 50kb|make photo under 50kb|reduce jpg to 50kb|compress png to 50kb","Hit a common exact upload-size limit","High","High","Low","query target - same canonical page; planned - build image compressor first","P1"
"Exact-KB image and upload-limit fixes","tool","/tools/compress-image-to-60kb","private compress image to 60kb","compress image to 60kb|make photo under 60kb|reduce jpg to 60kb|compress png to 60kb","Hit a common exact upload-size limit","High","High","Medium","query target - same canonical page; planned - build image compressor first","P1"
"Exact-KB image and upload-limit fixes","tool","/tools/compress-image-to-80kb","private compress image to 80kb","compress image to 80kb|make photo under 80kb|reduce jpg to 80kb|compress png to 80kb","Hit a common exact upload-size limit","High","High","Medium","query target - same canonical page; planned - build image compressor first","P1"
"Exact-KB image and upload-limit fixes","tool","/tools/compress-image-to-100kb","private compress image to 100kb","compress image to 100kb|make photo under 100kb|reduce jpg to 100kb|compress png to 100kb","Hit a common exact upload-size limit","High","High","Low","query target - same canonical page; planned - build image compressor first","P1"
"Exact-KB image and upload-limit fixes","tool","/tools/compress-image-to-150kb","private compress image to 150kb","compress image to 150kb|make photo under 150kb|reduce jpg to 150kb|compress png to 150kb","Hit a common exact upload-size limit","High","High","Medium","query target - same canonical page; planned - build image compressor first","P1"
"Exact-KB image and upload-limit fixes","tool","/tools/compress-image-to-200kb","private compress image to 200kb","compress image to 200kb|make photo under 200kb|reduce jpg to 200kb|compress png to 200kb","Hit a common exact upload-size limit","High","High","Low","query target - same canonical page; planned - build image compressor first","P1"
"Exact-KB image and upload-limit fixes","tool","/tools/compress-image-to-250kb","private compress image to 250kb","compress image to 250kb|make photo under 250kb|reduce jpg to 250kb|compress png to 250kb","Hit a common exact upload-size limit","High","High","Medium","query target - same canonical page; planned - build image compressor first","P1"
"Exact-KB image and upload-limit fixes","tool","/tools/compress-image-to-300kb","private compress image to 300kb","compress image to 300kb|make photo under 300kb|reduce jpg to 300kb|compress png to 300kb","Hit a common exact upload-size limit","High","High","Medium","query target - same canonical page; planned - build image compressor first","P1"
"Exact-KB image and upload-limit fixes","tool","/tools/compress-image-to-500kb","private compress image to 500kb","compress image to 500kb|make photo under 500kb|reduce jpg to 500kb|compress png to 500kb","Hit a common exact upload-size limit","High","High","Medium","query target - same canonical page; planned - build image compressor first","P1"
"Exact-KB image and upload-limit fixes","troubleshooting","/guides/signature-image-too-large","fix signature image too large","signature image too large|signature image too large fix|signature image too large tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","troubleshooting","/guides/photo-rejected-by-application-form","fix photo rejected by application form","photo rejected by application form|photo rejected by application form fix|photo rejected by application form tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","troubleshooting","/guides/profile-photo-upload-failed","fix profile photo upload failed","profile photo upload failed|profile photo upload failed fix|profile photo upload failed tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","troubleshooting","/guides/image-too-large-for-portal","fix image too large for portal","image too large for portal|image too large for portal fix|image too large for portal tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","troubleshooting","/guides/scan-photo-too-large","fix scan photo too large","scan photo too large|scan photo too large fix|scan photo too large tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","troubleshooting","/guides/jpg-too-large-for-online-form","fix jpg too large for online form","jpg too large for online form|jpg too large for online form fix|jpg too large for online form tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","troubleshooting","/guides/png-file-too-large","fix png file too large","png file too large|png file too large fix|png file too large tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","use-case","/guides/make-photo-under-upload-limit","make photo under upload limit walkthrough","make photo under upload limit|make photo under upload limit fix|make photo under upload limit tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","use-case","/guides/resize-image-for-email","resize image for email walkthrough","resize image for email|resize image for email fix|resize image for email tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","use-case","/guides/reduce-photo-without-blur","reduce photo without blur walkthrough","reduce photo without blur|reduce photo without blur fix|reduce photo without blur tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","use-case","/guides/compress-image-for-school-form","compress image for school form walkthrough","compress image for school form|compress image for school form fix|compress image for school form tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","use-case","/guides/compress-image-for-job-application","compress image for job application walkthrough","compress image for job application|compress image for job application fix|compress image for job application tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","use-case","/guides/compress-image-for-government-portal","compress image for government portal walkthrough","compress image for government portal|compress image for government portal fix|compress image for government portal tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","troubleshooting","/guides/image-dimensions-too-large","fix image dimensions too large","image dimensions too large|image dimensions too large fix|image dimensions too large tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","use-case","/guides/convert-photo-to-jpg-for-upload","convert photo to jpg for upload walkthrough","convert photo to jpg for upload|convert photo to jpg for upload fix|convert photo to jpg for upload tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","use-case","/guides/fix-heic-photo-upload","fix heic photo upload walkthrough","fix heic photo upload|fix heic photo upload fix|fix heic photo upload tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","use-case","/guides/transparent-png-upload-issue","transparent png upload issue walkthrough","transparent png upload issue|transparent png upload issue fix|transparent png upload issue tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","troubleshooting","/guides/image-aspect-ratio-rejected","fix image aspect ratio rejected","image aspect ratio rejected|image aspect ratio rejected fix|image aspect ratio rejected tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","troubleshooting","/guides/mobile-photo-file-too-large","fix mobile photo file too large","mobile photo file too large|mobile photo file too large fix|mobile photo file too large tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","use-case","/guides/batch-compress-application-images","batch compress application images walkthrough","batch compress application images|batch compress application images fix|batch compress application images tool","Fix a real image upload problem","High","High","Low","query target - same canonical page; planned - build image tools first","P1"
"Exact-KB image and upload-limit fixes","spec","/guides/image-upload-limit-guide","image upload limit guide requirements","image upload limit guide|image upload limit guide|image upload requirements","Explain upload requirements and route to image tools","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"Exact-KB image and upload-limit fixes","spec","/guides/jpg-vs-png-for-upload","jpg vs png for upload requirements","jpg vs png for upload|jpg vs png for upload|image upload requirements","Explain upload requirements and route to image tools","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"Exact-KB image and upload-limit fixes","spec","/guides/image-dpi-vs-pixel-size","image dpi vs pixel size requirements","image dpi vs pixel size|image dpi vs pixel size|image upload requirements","Explain upload requirements and route to image tools","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"Exact-KB image and upload-limit fixes","spec","/guides/photo-file-size-vs-dimensions","photo file size vs dimensions requirements","photo file size vs dimensions|photo file size vs dimensions|image upload requirements","Explain upload requirements and route to image tools","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
"Exact-KB image and upload-limit fixes","spec","/guides/common-application-photo-limits","common application photo limits requirements","common application photo limits|common application photo limits|image upload requirements","Explain upload requirements and route to image tools","Medium","Medium","Low","query target - same canonical page; planned - editorial required","P2"
